occ2,occ.code,occ.title,"Digital Score, 2002","Digital Score, 2016",ScoreChange,Education Requirement,Digital Skill level_2002,Digital Skill level_2016,high02,medium02,low02,high16,medium16,low16,tot_emp2002,tot_emp2010,tot_emp16,a_mean02,a_mean10,a_mean16,a_median02,a_median10,a_median16
51,51_8021,Stationary Engineers and Boiler Operators,13.29446136,51.16899386,37.8745325,Secondary or below,2,1,0,0,1,0,1,0,52510,35800,33720,44220,52620,61410,43240,52140,59400
51,51_8031,Water and Wastewater Treatment Plant and System Operators,34.9491677,51.84365803,16.89449033,Secondary or below,2,2,0,1,0,0,1,0,96970,108330,115840,34620,42530,47930,33390,40770,45760
51,51_8091,Chemical Plant and System Operators,27.58836863,43.64069087,16.05232225,Secondary or below,2,1,0,0,1,0,1,0,55910,43130,33300,43680,54700,59430,43940,55490,59920
51,51_9011,Chemical Equipment Operators and Tenders,15.31955018,57.25562719,41.93607702,Secondary or below,2,1,0,0,1,0,1,0,56610,46250,73840,38040,45790,50300,37430,45150,47780
51,51_9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1.889822365,42.59196672,40.70214435,Secondary or below,2,1,0,0,1,0,1,0,35550,38050,47160,32010,38800,41450,30340,37840,38360
51,51_9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",4.960420259,33.15102576,28.19060551,Secondary or below,2,1,0,0,1,0,1,0,44370,33140,29830,28000,33720,36050,26690,32440,34390
51,51_9022,"Grinding and Polishing Workers, Hand",10.49837293,32.5295872,22.03121427,Secondary or below,1,1,0,0,1,0,0,1,43370,27420,26670,24940,28710,30860,22970,27370,28720
51,51_9023,"Mixing and Blending Machine Setters, Operators, and Tenders",4.960420259,31.76635157,26.80593131,Secondary or below,1,1,0,0,1,0,0,1,103940,123840,130480,28500,34120,37630,27530,32870,35680
51,51_9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",2.669507106,36.95061709,34.28110999,Secondary or below,2,1,0,0,1,0,1,0,75430,61360,61330,26760,31090,34000,25690,30000,32870
51,51_9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",4.753835293,50.82126243,46.06742714,Secondary or below,2,1,0,0,1,0,1,0,71500,65100,71260,28070,32740,34370,26540,31210,32510
51,51_9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",5.950885323,41.45286596,35.50198064,Secondary or below,2,1,0,0,1,0,1,0,29400,18470,19520,29690,35520,37600,28210,34400,36040
51,51_9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",37.81901886,43.36380708,5.544788217,Secondary or below,2,2,0,1,0,0,1,0,500250,410750,518950,29760,35550,40340,27060,33030,36780
51,51_9081,Dental Laboratory Technicians,9.819805061,34.65539704,24.83559198,Secondary or below,2,1,0,0,1,0,1,0,40440,38360,37110,31560,37980,40760,28500,35140,37680
51,51_9082,Medical Appliance Technicians,13.04721086,39.94826642,26.90105556,Some College,2,1,0,0,1,0,1,0,11870,13320,14570,31340,38610,39880,27680,35670,35980
51,51_9083,Ophthalmic Laboratory Technicians,19.31822256,48.71761308,29.39939052,Secondary or below,2,1,0,0,1,0,1,0,32920,27880,28570,23260,29610,34220,21760,27970,30640
51,51_9111,Packaging and Filling Machine Operators and Tenders,15.84658515,22.0987777,6.25219255,Secondary or below,1,1,0,0,1,0,0,1,390380,342280,386520,23260,27580,30910,21210,25270,28290
51,51_9122,"Painters, Transportation Equipment",6.546536707,29.58021486,23.03367816,Secondary or below,1,1,0,0,1,0,0,1,45670,43300,54860,35700,42160,46270,33550,39040,42150
51,51_9151,Photographic Process Workers and Processing Machine Operators,14.26131254,49.95102561,35.68971307,Secondary or below,2,1,0,0,1,0,1,0,79650,57540,26430,21746.39548,24760,31740,19520,22010,26470
51,51_9191,Adhesive Bonding Machine Operators and Tenders,5.345224838,40.88891935,35.54369451,Secondary or below,2,1,0,0,1,0,1,0,26880,15060,16940,24560,30520,34610,23190,29310,32290
51,51_9195,"Molders, Shapers, and Casters, Except Metal and Plastic",2.839288643,37.45637322,34.61708458,Secondary or below,2,1,0,0,1,0,1,0,36240,32250,39450,26320,30270,32590,24700,28830,30610
51,51_9198,Helpers--Production Workers,0.944911183,31.31407007,30.36915889,Secondary or below,1,1,0,0,1,0,0,1,464390,394270,429890,20730,24240,26930,19240,22450,24830
53,53_1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",14.72970759,48.08371589,33.3540083,Secondary or below,2,1,0,0,1,0,1,0,147180,166360,183620,39430,45930,50160,37180,43800,47230
53,53_1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,28.88137489,60.14092432,31.25954943,Secondary or below,3,1,0,0,1,1,0,0,207280,196420,202760,45670,54950,59800,42910,52720,57270
53,53_2011,"Airline Pilots, Copilots, and Flight Engineers",32.85487327,64.69475607,31.8398828,Bachelor Degree,3,1,0,0,1,1,0,0,78810,68580,81520,NA,115300,152770,NA,103210,127820
53,53_2012,Commercial Pilots,32.85487327,51.77497412,18.92010085,Bachelor Degree,2,1,0,0,1,0,1,0,19570,29900,38980,58000,73490,86260,47970,67500,77200
53,53_2021,Air Traffic Controllers,39.07906547,53.34131067,14.2622452,Secondary or below,2,2,0,1,0,0,1,0,23410,23970,23240,88090,110280,118200,91600,108040,122410
53,53_2031,Flight Attendants,8.852965605,34.54939224,25.69642663,Some College,2,1,0,0,1,0,1,0,104360,88020,113390,NA,41630,51620,NA,37740,48500
53,53_3021,"Bus Drivers, Transit and Intercity",2.171240593,23.65431811,21.48307751,Secondary or below,1,1,0,0,1,0,0,1,197090,179700,169680,30810,37060,41780,29580,35520,39790
53,53_3022,"Bus Drivers, School or Special Client",3.070597894,13.83032381,10.75972592,Secondary or below,1,1,0,0,1,0,0,1,468790,467610,515020,22890,28660,31110,22390,27580,30150
53,53_3031,Driver/Sales Workers,9.330589907,34.30569454,24.97510463,Secondary or below,2,1,0,0,1,0,1,0,368730,371670,426310,23780,27070,28440,20640,22540,22830
53,53_3032,Heavy and Tractor-Trailer Truck Drivers,6.671276195,29.68898223,23.01770604,Secondary or below,1,1,0,0,1,0,0,1,1520880,1466740,1704520,34350,39450,43590,33210,37770,41340
53,53_3033,Light Truck or Delivery Services Drivers,5.241838488,26.98306251,21.74122403,Secondary or below,1,1,0,0,1,0,0,1,977920,780260,858710,26320,32140,34790,23870,28630,30580
53,53_3041,Taxi Drivers and Chauffeurs,0,15.96303086,15.96303086,Secondary or below,1,1,0,0,1,0,0,1,125720,161940,188860,20830,24580,26790,18530,22440,24300
53,53_4011,Locomotive Engineers,9.27169271,31.56162626,22.28993355,Secondary or below,1,1,0,0,1,0,0,1,28250,40750,39900,51280,50870,61020,48420,46630,57670
53,53_4012,Locomotive Firers,4.945235803,28.79125446,23.84601866,Secondary or below,1,1,0,0,1,0,0,1,710,1130,1210,44880,47040,63750,45800,43510,58230
53,53_4031,Railroad Conductors and Yardmasters,19.84059393,44.46690706,24.62631313,Secondary or below,2,1,0,0,1,0,1,0,38070,42700,42880,49280,52370,58220,44490,49770,57480
53,53_5011,Sailors and Marine Oilers,5.516200142,26.37391195,20.8577118,Secondary or below,1,1,0,0,1,0,0,1,25360,31690,32530,30550,38030,46170,28370,36260,42060
53,53_5021,"Captains, Mates, and Pilots of Water Vessels",19.99505594,44.26177465,24.26671871,Secondary or below,2,1,0,0,1,0,1,0,22530,29280,36720,51430,70500,81520,49850,64180,72680
53,53_5031,Ship Engineers,14.24536367,43.97598303,29.73061937,Secondary or below,2,1,0,0,1,0,1,0,8020,9470,9750,52190,70920,74120,51190,65880,70570
53,53_6021,Parking Lot Attendants,3.070597894,26.11309301,23.04249512,Secondary or below,1,1,0,0,1,0,0,1,108460,124590,146350,17270,21250,23250,16320,19530,21730
53,53_6031,Automotive and Watercraft Service Attendants,12.67731382,41.43032786,28.75301404,Secondary or below,2,1,0,0,1,0,1,0,102550,86440,109790,17770,21210,24280,16570,19540,22420
53,53_6041,Traffic Technicians,42.05033813,66.55041074,24.50007261,Secondary or below,3,2,0,1,0,1,0,0,5370,6730,6410,34320,43550,48650,31650,41130,45150
53,53_6051,Transportation Inspectors,20.25977972,36.25299563,15.99321592,Some College,2,1,0,0,1,0,1,0,28340,24280,27430,47970,63050,72650,48450,57640,72220
53,53_6061,"Transportation Attendants, Except Flight Attendants",9.219149126,15.89248343,6.673334305,Secondary or below,1,1,0,0,1,0,0,1,26580,25150,18410,20940,23320,31080,18720,20930,26060
53,53_7021,Crane and Tower Operators,0,34.50981202,34.50981202,Secondary or below,2,1,0,0,1,0,1,0,49060,39510,45020,38320,49980,55280,36330,46230,52170
53,53_7032,Excavating and Loading Machine and Dragline Operators,1.085620297,19.40629898,18.32067868,Secondary or below,1,1,0,0,1,0,0,1,67210,49140,48320,34880,39910,45230,32410,36920,41030
53,53_7051,Industrial Truck and Tractor Operators,2.171240593,32.91008485,30.73884425,Secondary or below,1,1,0,0,1,0,0,1,586660,518350,542750,27740,31500,34260,26070,29780,32460
53,53_7061,Cleaners of Vehicles and Equipment,0,14.51163639,14.51163639,Secondary or below,1,1,0,0,1,0,0,1,311070,288110,348770,18830,22340,24660,17060,19680,22220
53,53_7062,"Laborers and Freight, Stock, and Material Movers, Hand",5.131309805,25.33000277,20.19869296,Secondary or below,1,1,0,0,1,0,0,1,2217590,2024180,2587900,21460,25710,28720,19710,23460,25980
53,53_7063,Machine Feeders and Offbearers,1.889822365,31.24764894,29.35782658,Secondary or below,1,1,0,0,1,0,0,1,162670,119730,88070,23360,28170,30490,21840,27000,28410
53,53_7064,"Packers and Packagers, Hand",0,32.36133292,32.36133292,Secondary or below,1,1,0,0,1,0,0,1,927740,676870,705660,18160,22100,24430,16700,19630,22130
53,53_7081,Refuse and Recyclable Material Collectors,1.511857892,19.707906,18.1960481,Secondary or below,1,1,0,0,1,0,0,1,132290,126360,114680,26090,34310,37690,24130,32640,35270
